"Genes","Correlation"
"MVD",0.557997557997558
"MVK",0.891330891330891
"MVP",0.852258852258852
"MX1",0.89010989010989
"MX2",0.857753357753358
"MXD1",0.602564102564102
"MXD3",0.884004884004884
"MXD4",0.636141636141636
"MXI1",0.756410256410256
"MXRA5",0.867521367521367
"MXRA7",0.865079365079365
"MXRA8",0.955433455433455
"MYADML",0.271672771672772
"MYADM",0.583028083028083
"MYBBP1A",0.392551892551892
"MYBL1",0.799145299145299
"MYBL2",0.954212454212454
"MYBPC1",0.838827838827839
"MYBPC2",0.525641025641026
"MYBPC3",0.601953601953602
"MYBPHL",0.661172161172161
"MYBPH",0.772893772893773
"MYB",0.94017094017094
"MYCBP2",0.653846153846154
"MYCBPAP",0.858363858363858
"MYCBP",0.881562881562882
"MYCL1",0.61050061050061
"MYCN",0.876678876678877
"MYCT1",0.475579975579976
"MYC",0.915750915750916
"MYD88",0.912087912087912
"MYEF2",0.630647130647131
"MYEOV2",0.26984126984127
"MYEOV",0.0531135531135531
"MYF6",0.167887667887668
"MYH10",0.595238095238095
"MYH11",0.856532356532356
"MYH13",0.146520146520146
"MYH14",0.094017094017094
"MYH15",0.845543345543345
"MYH1",-0.111721611721612
"MYH2",0.194139194139194
"MYH3",0.937728937728938
"MYH4",0.385836385836386
"MYH6",0.544566544566545
"MYH7B",0.857753357753358
"MYH7",0.472527472527473
"MYH8",-0.0152625152625153
"MYH9",0.559218559218559
"MYL1",0.606227106227106
"MYL2",0.138583638583639
"MYL3",0.706959706959707
"MYL4",0.495115995115995
"MYL5",0.843711843711844
"MYL6B",0.435286935286935
"MYL6",0.601953601953602
"MYL7",0.281440781440781
"MYL9",0.927350427350427
"MYLIP",0.77960927960928
"MYLK2",0.86996336996337
"MYLK",0.805250305250305
"MYLPF",-0.0189255189255189
"MYNN",0.746642246642247
"MYO10",0.663003663003663
"MYO15A",0.766178266178266
"MYO15B",0.925518925518925
"MYO16",0.876068376068376
"MYO18B",0.840659340659341
"MYO1A",0.8003663003663
"MYO1B",0.78021978021978
"MYO1C",0.188644688644689
"MYO1D",0.832722832722833
"MYO1E",0.785714285714286
"MYO1F",0.912087912087912
"MYO1G",0.421245421245421
"MYO1H",0.258241758241758
"MYO3A",0.00549450549450549
"MYO3B",0.459096459096459
"MYO5A",0.698412698412698
"MYO5B",0.797313797313797
"MYO5C",0.826007326007326
"MYO6",0.683150183150183
"MYO7A",0.813797313797314
"MYO7B",0.772893772893773
"MYO9A",0.202075702075702
"MYO9B",0.824786324786325
"MYOCD",-0.172161172161172
"MYOC",0.200854700854701
"MYOD1",-0.0946275946275946
"MYOG",0.0122100122100122
"MYOM1",0.936507936507936
"MYOM2",0.90964590964591
"MYOM3",0.275946275946276
"MYOT",0.789377289377289
"MYOZ1",0.876068376068376
"MYOZ2",0.94993894993895
"MYOZ3",0.628815628815629
"MYPN",0.513431013431013
"MYRIP",0.866300366300366
"MYSM1",0.524420024420024
"MYST1",0.677655677655678
"MYST2",0.684371184371184
"MYST3",0.550671550671551
"MYST4",0.491452991452991
"MYT1L",0.8998778998779
"MYT1",0.862026862026862
"MZF1",0.792429792429792
"N4BP1",0.528083028083028
"N4BP2",0.42002442002442
"N4BP3",0.730769230769231
"N6AMT1",0.40964590964591
"N6AMT2",0.982295482295482
"NAALAD2",0.464590964590965
"NAALADL1",0.606837606837607
"NAB1",0.498168498168498
"NAB2",0.807692307692308
"NACA2",0.485347985347985
"NACAD",0.494505494505494
"NACAP1",0.766178266178266
"NACA",0.61965811965812
"NADK",0.7997557997558
"NADSYN1",0.684371184371184
"NAGA",0.899267399267399
"NAGK",0.598290598290598
"NAGLU",0.808913308913309
"NAGPA",0.809523809523809
"NAGS",0.933455433455433
"NAIP",0.802197802197802
"NALCN",0.476800976800977
"NANOG",0.267399267399267
"NANOS1",0.816849816849817
"NANOS3",0.466422466422466
"NANP",0.751526251526251
"NANS",0.854700854700855
"NAP1L1",0.731990231990232
"NAP1L2",0.931623931623932
"NAP1L3",0.808302808302808
"NAP1L4",0.658119658119658
"NAP1L5",0.858974358974359
"NAPA",0.843711843711844
"NAPB",0.865079365079365
"NAPG",0.373015873015873
"NAPRT1",0.9004884004884
"NAPSA",0.11965811965812
"NARFL",0.52014652014652
"NARF",0.778388278388278
"NARG2",0.699023199023199
"NARS2",0.73015873015873
"NARS",0.754578754578755
"NASP",0.738095238095238
"NAT10",0.626373626373626
"NAT14",0.788156288156288
"NAT1",0.888278388278388
"NAT2",0.876068376068376
"NAT6",0.764346764346764
"NAT8B",0.31013431013431
"NAT8L",0.614774114774115
"NAT8",0.409035409035409
"NAT9",0.899267399267399
"NAV1",0.627594627594628
"NAV2",0.81990231990232
"NAV3",0.851648351648352
"NBEAL2",0.057997557997558
"NBEA",0.758852258852259
"NBL1",0.857753357753358
"NBLA00301",0.782051282051282
"NBN",0.469474969474969
"NBPF15",0.593406593406593
"NBPF1",0.617826617826618
"NBPF3",0.438949938949939
"NBR1",0.222222222222222
"NBR2",0.84004884004884
"NCALD",0.978021978021978
"NCAM1",0.177045177045177
"NCAM2",0.498778998778999
"NCAN",0.603785103785104
"NCAPD2",0.835164835164835
"NCAPD3",0.727106227106227
"NCAPG2",0.807692307692308
"NCAPH2",0.665445665445665
"NCAPH",0.918803418803419
"NCBP1",0.396825396825397
"NCBP2",0.728937728937729
"NCDN",0.943833943833944
"NCF1",0.939560439560439
"NCF2",0.907203907203907
"NCF4",0.935286935286935
"NCK1",0.63003663003663
"NCK2",0.53052503052503
"NCKAP1L",0.883394383394383
"NCKAP1",0.664224664224664
"NCKIPSD",0.91025641025641
"NCLN",0.540903540903541
"NCL",0.460927960927961
"NCOA1",0.701465201465201
"NCOA2",0.498778998778999
"NCOA3",0.286935286935287
"NCOA4",0.603174603174603
"NCOA5",0.76984126984127
"NCOA6",0.745421245421245
"NCOA7",0.819291819291819
"NCOR1",0.511599511599512
"NCOR2",0.830891330891331
"NCR1",0.213675213675214
"NCR2",0.010989010989011
"NCR3",0.538461538461538
"NCSTN",0.42002442002442
"NDC80",0.992063492063492
"NDE1",0.807692307692308
"NDEL1",0.73992673992674
"NDFIP1",0.645299145299145
"NDFIP2",0.769230769230769
"NDNL2",0.651404151404151
"NDN",0.86019536019536
"NDOR1",0.0512820512820513
"NDP",0.956043956043956
"NDRG1",0.956654456654456
"NDRG2",0.920634920634921
"NDRG3",0.649572649572649
"NDRG4",0.901709401709402
"NDST1",0.450549450549451
"NDST2",0.629426129426129
"NDST3",0.847374847374847
"NDST4",0.534188034188034
"NDUFA10",0.742979242979243
"NDUFA11",0.606837606837607
"NDUFA12",0.824175824175824
"NDUFA13",0.671550671550671
"NDUFA1",0.670940170940171
"NDUFA2",0.478021978021978
"NDUFA3",0.76984126984127
"NDUFA4L2",0.907814407814408
"NDUFA4",0.797924297924298
"NDUFA5",0.771672771672772
"NDUFA6",0.701465201465201
"NDUFA7",0.851648351648352
"NDUFA8",0.697191697191697
"NDUFA9",0.755189255189255
"NDUFAB1",0.596459096459096
"NDUFAF1",0.713675213675214
"NDUFB10",0.377289377289377
"NDUFB11",0.785714285714286
"NDUFB1",0.612942612942613
"NDUFB2",0.625763125763126
"NDUFB3",0.663614163614163
"NDUFB4",0.773504273504273
"NDUFB5",0.742979242979243
"NDUFB6",0.713675213675214
"NDUFB7",0.665445665445665
"NDUFB8",0.763736263736264
"NDUFB9",0.8003663003663
"NDUFC1",0.672771672771673
"NDUFC2",0.381562881562882
"NDUFS1",0.724664224664225
"NDUFS2",0.771672771672772
"NDUFS3",0.627594627594628
"NDUFS4",0.727716727716728
"NDUFS5",0.700854700854701
"NDUFS6",0.56043956043956
"NDUFS7",0.557997557997558
"NDUFS8",0.706349206349206
"NDUFV1",0.789377289377289
"NDUFV2",0.634310134310134
"NDUFV3",0.57997557997558
"NEBL",0.937728937728938
"NEB",0.942612942612943
"NECAP1",0.857753357753358
"NECAP2",0.905372405372405
"NEDD1",0.761294261294261
"NEDD4L",0.938949938949939
"NEDD4",0.921855921855922
"NEDD8",0.264346764346764
"NEDD9",0.87973137973138
"NEFH",0.978632478632478
"NEFL",0.985347985347985
"NEFM",0.974358974358974
"NEGR1",0.882173382173382
"NEIL1",0.83028083028083
"NEIL2",0.760683760683761
"NEIL3",0.876068376068376
"NEK10",0.68986568986569
"NEK11",0.921245421245421
"NEK1",0.667887667887668
"NEK2",0.974358974358974
"NEK3",0.857142857142857
"NEK4",0.73015873015873
"NEK6",0.789377289377289
"NEK7",0.763736263736264
"NEK8",0.155677655677656
"NEK9",0.719169719169719
"NELF",0.85958485958486
"NELL1",0.927350427350427
"NELL2",0.986568986568986
"NENF",0.868131868131868
"NEO1",0.415750915750916
"NES",0.874236874236874
"NET1",0.879120879120879
"NETO1",0.904151404151404
"NETO2",0.976190476190476
"NEU1",0.864468864468864
"NEU2",0.0592185592185592
"NEU3",0.160561660561661
"NEU4",0.910866910866911
"NEURL2",0.475579975579976
"NEURL",0.971306471306471
"NEUROD1",0.788766788766789
"NEUROD2",0.903540903540903
"NEUROD4",0.853479853479853
"NEUROD6",0.866910866910867
"NEUROG1",0.0299145299145299
"NEUROG2",0.675824175824176
"NEUROG3",-0.308302808302808
"NEXN",0.775335775335775
"NF1",0.369352869352869
"NF2",0.283272283272283
"NFAM1",0.0115995115995116
"NFASC",0.512820512820513
"NFAT5",0.18009768009768
"NFATC1",0.943223443223443
"NFATC2IP",0.615995115995116
"NFATC2",0.316849816849817
"NFATC3",0.402319902319902
"NFATC4",0.656288156288156
"NFE2L1",0.808913308913309
"NFE2L2",0.605006105006105
"NFE2L3",0.527472527472527
"NFE2",0.856532356532356
"NFIA",0.902930402930403
"NFIB",0.716117216117216
"NFIC",0.495726495726496
"NFIL3",0.866300366300366
"NFIX",0.664224664224664
"NFKB1",0.742368742368742
"NFKB2",0.785714285714286
"NFKBIA",0.953601953601954
"NFKBIB",0.913919413919414
"NFKBIE",0.858974358974359
"NFKBIL1",0.801587301587302
"NFKBIL2",0.837606837606838
"NFKBIZ",0.742368742368742
"NFRKB",0.746031746031746
"NFS1",0.761294261294261
"NFU1",0.742368742368742
"NFX1",0.654456654456654
"NFXL1",0.586080586080586
"NFYA",0.125152625152625
"NFYB",0.655677655677656
"NFYC",0.669108669108669
"NGB",0.7002442002442
"NGDN",0.728327228327228
"NGEF",0.981684981684982
"NGFRAP1",0.612942612942613
"NGFR",0.966422466422466
"NGLY1",0.77960927960928
"NGRN",0.75030525030525
"NHEDC1",0.772283272283272
"NHEDC2",0.537240537240537
"NHEJ1",0.747252747252747
"NHLH1",0.427960927960928
"NHLH2",-0.120879120879121
"NHLRC2",0.384615384615385
"NHP2L1",0.797313797313797
"NHSL1",0.78021978021978
"NHS",0.68009768009768
"NICN1",0.843101343101343
"NID1",0.827838827838828
"NID2",0.813797313797314
"NIF3L1",0.68009768009768
"NINJ1",0.883394383394383
"NINJ2",0.964590964590964
"NIN",0.617216117216117
"NIP7",0.682539682539682
"NIPA1",0.825396825396825
"NIPA2",0.729548229548229
"NIPBL",0.382173382173382
"NIPSNAP1",0.815628815628816
"NIPSNAP3A",0.942002442002442
"NIPSNAP3B",0.632478632478632
"NISCH",0.769230769230769
"NIT1",0.484737484737485
"NIT2",0.796703296703297
"NKAPL",0.746031746031746
"NKAP",0.342490842490842
"NKD1",0.657509157509157
"NKD2",0.909035409035409
"NKG7",0.918803418803419
"NKIRAS1",0.74053724053724
"NKIRAS2",0.776556776556776
"NKPD1",0.0274725274725275
"NKRF",0.844322344322344
"NKTR",0.637362637362637
"NKX2-1",0.586080586080586
"NKX2-2",0.84004884004884
"NKX2-3",-0.211843711843712
"NKX2-5",0.294871794871795
"NKX2-8",0.611721611721612
"NKX3-2",0.663614163614163
"NKX6-1",0.0384615384615385
"NKX6-2",0.65995115995116
"NLE1",0.706959706959707
"NLGN1",0.611111111111111
"NLGN2",0.615995115995116
"NLGN3",0.394993894993895
"NLGN4X",0.739316239316239
"NLGN4Y",0.808302808302808
"NLK",0.518315018315018
"NLN",0.286935286935287
"NLRC3",0.258241758241758
"NLRC4",0.936507936507936
"NLRC5",0.757020757020757
"NLRP10",-0.128815628815629
"NLRP11",0.736874236874237
"NLRP12",0.375457875457875
"NLRP13",-0.172771672771673
"NLRP14",0.260683760683761
"NLRP1",0.647741147741148
"NLRP2",0.863247863247863
"NLRP3",0.882173382173382
"NLRP4",0.735042735042735
"NLRP5",0.195970695970696
"NLRP6",0.10989010989011
"NLRP7",0.329059829059829
"NLRP8",-0.103174603174603
"NLRP9",0.0927960927960928
"NLRX1",0.846764346764347
"NMBR",0.170940170940171
"NMB",0.972527472527472
"NMD3",0.747863247863248
"NME1",0.840659340659341
"NME3",0.671550671550671
"NME4",0.757020757020757
"NME5",0.866300366300366
"NME6",0.454212454212454
"NME7",0.652625152625153
"NMI",0.943833943833944
"NMNAT1",0.718559218559218
"NMNAT2",0.793040293040293
"NMNAT3",0.978632478632478
"NMRAL1",0.968864468864469
"NMT1",0.684371184371184
"NMT2",0.648962148962149
"NMUR1",0.732600732600733
"NMUR2",0.663003663003663
"NMU",0.927350427350427
"NNAT",0.952991452991453
"NNMT",0.896825396825397
"NNT",0.716727716727717
"NOB1",0.833943833943834
"NOC2L",0.775946275946276
"NOC3L",0.583028083028083
"NOC4L",0.834554334554334
"NOD1",0.902319902319902
"NOD2",0.921855921855922
"NODAL",0.449328449328449
"NOG",0.832722832722833
"NOL10",0.442002442002442
"NOL11",0.813797313797314
"NOL3",0.904761904761905
"NOL4",0.305250305250305
"NOL6",0.626984126984127
"NOL7",0.442612942612943
"NOL8",0.657509157509157
"NOL9",0.663003663003663
"NOLC1",0.860805860805861
"NOM1",0.603174603174603
"NOMO1",0.727106227106227
"NONO",0.839438339438339
"NOS1AP",0.784493284493284
"NOS1",0.355921855921856
"NOS3",0.564713064713065
"NOSIP",0.81990231990232
"NOSTRIN",0.793650793650794
"NOTCH1",0.817460317460317
"NOTCH2NL",0.907814407814408
"NOTCH2",0.769230769230769
"NOTCH3",0.661782661782662
"NOTCH4",0.554945054945055
"NOTUM",0.368742368742369
"NOVA1",0.625763125763126
"NOVA2",0.272283272283272
"NOV",0.935897435897436
"NOX1",-0.0115995115995116
"NOX3",0.829059829059829
"NOX4",0.931623931623932
"NOX5",-0.108669108669109
"NOXA1",0.943223443223443
"NOXO1",0.32967032967033
"NPAS1",0.923687423687424
"NPAS2",0.876678876678877
"NPAS3",0.378510378510378
"NPAS4",0.341269841269841
"NPAT",0.473137973137973
"NPBWR1",-0.289377289377289
"NPBWR2",-0.323565323565324
"NPB",-0.156898656898657
"NPC1L1",0.686202686202686
"NPC1",0.704517704517704
"NPC2",0.903540903540903
"NPDC1",0.778388278388278
"NPEPL1",0.897435897435897
"NPEPPS",0.25030525030525
"NPFFR1",0.0897435897435897
"NPFFR2",0.291819291819292
"NPFF",0.806471306471306
"NPHP1",0.728327228327228
"NPHP3",0.824175824175824
"NPHP4",0.910866910866911
"NPHS1",0.492673992673993
"NPHS2",0.0561660561660562
"NPLOC4",0.438949938949939
"NPL",0.917582417582417
"NPM1",0.922466422466422
"NPM2",0.911477411477411
"NPM3",0.905372405372405
"NPNT",0.927960927960928
"NPPA",0.238705738705739
"NPPB",0.304029304029304
"NPPC",0.637973137973138
"NPR1",0.888278388278388
"NPR2",0.896825396825397
"NPR3",0.626984126984127
"NPSR1",0.194139194139194
"NPTN",0.749084249084249
"NPTX1",0.985347985347985
"NPTX2",0.991452991452991
"NPTXR",0.891330891330891
"NPVF",0.34981684981685
"NPW",0.703907203907204
"NPY1R",0.964590964590964
"NPY2R",0.84981684981685
"NPY5R",0.918192918192918
"NPY6R",0.0952380952380952
"NPY",0.972527472527472
"NQO1",0.950549450549451
"NQO2",0.887667887667888
"NR0B1",0.971916971916972
"NR0B2",0.155067155067155
"NR1D1",0.923076923076923
"NR1D2",0.789377289377289
"NR1H2",0.802808302808303
"NR1H3",0.871794871794872
"NR1H4",0.807692307692308
"NR1I2",-0.0445665445665446
"NR1I3",0.275946275946276
"NR2C1",0.627594627594628
"NR2C2",0.512210012210012
"NR2E1",0.879120879120879
"NR2E3",0.432234432234432
"NR2F1",0.885225885225885
"NR2F2",0.934676434676435
"NR2F6",0.52014652014652
"NR3C1",0.666056166056166
"NR3C2",0.826617826617827
"NR4A1",0.909035409035409
"NR4A2",0.910866910866911
"NR4A3",0.895604395604395
"NR5A1",-0.141025641025641
"NR5A2",0.165445665445665
"NRAP",-0.0488400488400488
"NRAS",0.705738705738706
"NRBF2",0.792429792429792
"NRBP1",0.675213675213675
"NRBP2",0.700854700854701
"NRCAM",0.907203907203907
"NRD1",0.866300366300366
"NRF1",0.807692307692308
"NRG1",0.931623931623932
"NRG2",0.551282051282051
"NRG3",0.639194139194139
"NRG4",0.545787545787546
"NRGN",0.987179487179487
"NRIP1",0.23015873015873
"NRIP2",0.694749694749695
"NRIP3",0.838827838827839
"NRK",-0.0146520146520147
"NRL",0.852258852258852
"NRM",0.956654456654456
"NRN1L",0.741758241758242
"NRN1",0.975579975579975
"NRP1",0.711843711843712
"NRP2",0.880952380952381
"NRSN1",0.541514041514041
"NRSN2",0.644688644688645
"NRTN",0.802197802197802
"NRXN1",0.541514041514041
"NRXN2",0.0421245421245421
"NRXN3",0.888888888888889
"NSD1",0.425518925518925
"NSDHL",0.716727716727717
"NSFL1C",0.437728937728938
"NSF",0.894993894993895
"NSL1",0.508547008547009
"NSMAF",0.803418803418803
"NSMCE1",0.514652014652014
"NSMCE4A",0.721001221001221
"NSUN2",0.841269841269841
"NSUN3",0.432234432234432
"NSUN4",0.56959706959707
"NSUN5",0.946275946275946
"NSUN6",0.585470085470085
"NSUN7",0.626373626373626
"NT5C1A",0.482905982905983
"NT5C1B",0.214285714285714
"NT5C2",0.74053724053724
"NT5C3L",0.473748473748474
"NT5C3",0.888278388278388
"NT5C",0.714285714285714
"NT5DC1",0.804639804639805
"NT5DC2",0.927960927960928
"NT5DC3",0.943833943833944
"NT5E",0.841269841269841
"NT5M",0.915140415140415
"NTF3",0.445054945054945
"NTHL1",0.745421245421245
"NTN1",0.695970695970696
"NTN4",0.956654456654456
"NTNG1",0.836996336996337
"NTNG2",0.835164835164835
"NTRK1",0.381562881562882
"NTRK2",0.688034188034188
"NTRK3",0.27045177045177
"NTSR1",-0.0677655677655678
"NTSR2",0.694749694749695
"NTS",0.231379731379731
"NUAK1",0.939560439560439
"NUAK2",0.85958485958486
"NUB1",0.578754578754579
"NUBP1",0.778388278388278
"NUBP2",0.588522588522589
"NUBPL",0.545177045177045
"NUCB1",0.822954822954823
"NUCB2",0.787545787545787
"NUCKS1",0.492063492063492
"NUDCD1",0.6996336996337
"NUDCD2",0.81013431013431
"NUDCD3",0.605006105006105
"NUDC",0.716727716727717
"NUDT10",0.923076923076923
"NUDT11",0.924297924297924
"NUDT12",0.563492063492063
"NUDT13",0.951159951159951
"NUDT14",0.912698412698413
"NUDT15",0.718559218559218
"NUDT16L1",0.510989010989011
"NUDT16",0.904761904761905
"NUDT18",0.84981684981685
"NUDT1",0.765567765567766
"NUDT21",0.572039072039072
"NUDT22",0.76984126984127
"NUDT2",0.741147741147741
"NUDT3",0.568986568986569
"NUDT4",0.936507936507936
"NUDT5",0.901098901098901
"NUDT8",0.678266178266178
"NUDT9P1",0.345543345543346
"NUDT9",0.74053724053724
"NUF2",0.974358974358974
"NUFIP1",0.65995115995116
"NUFIP2",0.509157509157509
"NUMA1",0.604395604395604
"NUMBL",0.882783882783883
"NUMB",0.821123321123321
"NUP107",0.665445665445665
"NUP133",0.771672771672772
"NUP153",0.592796092796093
"NUP155",0.556776556776557
"NUP160",0.694139194139194
"NUP188",0.765567765567766
"NUP205",0.835775335775336
"NUP210L",0.272283272283272
"NUP210",0.86996336996337
"NUP214",0.519536019536019
"NUP35",0.872405372405372
"NUP37",0.583638583638584
"NUP43",0.865079365079365
"NUP50",0.623931623931624
"NUP54",0.719169719169719
"NUP62CL",0.537851037851038
"NUP62",0.935897435897436
"NUP85",0.90964590964591
"NUP88",0.734432234432234
"NUP93",0.653846153846154
"NUP98",0.758852258852259
"NUPL1",0.729548229548229
"NUPL2",0.87057387057387
"NUPR1",0.943833943833944
"NUS1",0.523199023199023
"NUSAP1",0.973748473748474
"NUTF2",0.536630036630036
"NVL",0.887667887667888
"NXF1",0.901709401709402
"NXF3",0.00244200244200244
"NXF5",0.119047619047619
"NXNL1",-0.311355311355311
"NXNL2",0.185592185592186
"NXN",0.844322344322344
"NXPH1",0.81990231990232
"NXPH2",0.627594627594628
"NXPH3",0.51037851037851
"NXPH4",0.423076923076923
"NXT1",0.882173382173382
"NXT2",0.758852258852259
"NYX",-0.0592185592185592
"OAF",0.94017094017094
"OAS1",0.901098901098901
"OAS2",0.645299145299145
"OAS3",0.806471306471306
"OASL",0.954822954822955
"OAT",0.902930402930403
"OAZ1",0.674603174603175
"OAZ2",0.785714285714286
"OAZ3",0.71001221001221
"OBFC1",0.67032967032967
"OBFC2A",0.885836385836386
"OBFC2B",0.401098901098901
"OBP2A",0.0744810744810745
"OBP2B",-0.047008547008547
"OBSCN",0.786935286935287
"OBSL1",0.55982905982906
"OCA2",0.868742368742369
"OCEL1",0.635531135531135
"OCIAD1",0.707570207570207
"OCIAD2",0.981684981684982
"OCLM",-0.145299145299145
"OCLN",0.675824175824176
"OCRL",0.838827838827839
"ODAM",0.268009768009768
"ODC1",0.914529914529914
"ODF1",0.333333333333333
"ODF2L",0.478632478632479
"ODF2",0.778998778998779
"ODF3L1",0.0207570207570208
"ODF3",-0.137973137973138
"ODF4",-0.106227106227106
"ODZ1",0.374847374847375
"ODZ2",0.963369963369963
"ODZ3",0.888278388278388
"ODZ4",0.78998778998779
"OFD1",0.825396825396825
"OGDHL",0.957264957264957
"OGDH",0.764346764346764
"OGFOD1",0.446886446886447
"OGFRL1",0.694139194139194
"OGFR",0.57020757020757
"OGG1",0.71978021978022
"OGN",0.979242979242979
"OGT",0.57020757020757
"OIP5",0.967032967032967
"OIT3",0.0170940170940171
"OLA1",0.708180708180708
"OLAH",0.36996336996337
"OLFM1",0.954822954822955
"OLFM2",0.659340659340659
"OLFM3",0.866910866910867
"OLFM4",0.858363858363858
"OLFML1",0.493284493284493
"OLFML2A",0.764957264957265
"OLFML2B",0.951159951159951
"OLFML3",0.982295482295482
"OLIG1",0.786324786324786
"OLIG2",0.335775335775336
"OLIG3",0.417582417582418
"OLR1",0.916361416361416
"OMA1",0.7002442002442
"OMD",0.803418803418803
"OMG",0.298534798534798
"OMP",-0.104395604395604
"ONECUT1",0.504273504273504
"ONECUT2",0.844322344322344
"OPA1",0.658730158730159
"OPA3",-0.285714285714286
"OPCML",0.86019536019536
"OPHN1",0.662393162393162
"OPLAH",0.903540903540903
"OPN1LW",0.137973137973138
"OPN1SW",0.622710622710623
"OPN3",0.933455433455433
"OPN4",0.677045177045177
"OPN5",0.175824175824176
"OPRD1",0.213064713064713
"OPRK1",0.924297924297924
"OPRL1",0.48046398046398
"OPRM1",0.191697191697192
"OPTC",-0.153846153846154
"OPTN",0.882173382173382
"OR10A2",0.283272283272283
"OR10A3",0.385836385836386
"OR10A4",-0.176434676434676
"OR10A5",-0.28998778998779
"OR10A6",-0.335164835164835
"OR10A7",0.272893772893773
"OR10AD1",-0.33028083028083
"OR10AG1",0.0158730158730159
"OR10C1",-0.0934065934065934
"OR10G2",-0.0506715506715507
"OR10G3",0.0555555555555556
"OR10G7",-0.192918192918193
"OR10G8",-0.115995115995116
"OR10H1",-0.123931623931624
"OR10H2",-0.00854700854700855
"OR10H3",-0.0885225885225885
"OR10H4",0.0262515262515262
"OR10H5",0.0634920634920635
"OR10J1",0.0366300366300366
"OR10J3",-0.0537240537240537
"OR10J5",0.241147741147741
"OR10K1",-0.0567765567765568
"OR10K2",0.326617826617827
"OR10P1",-0.0262515262515262
"OR10R2",-0.0189255189255189
"OR10S1",-0.144078144078144
"OR10T2",-0.104395604395604
"OR10V1",0.0286935286935287
"OR10W1",-0.275946275946276
"OR10Z1",-0.248473748473748
"OR11A1",-0.194749694749695
"OR11G2",0.138583638583639
"OR11H12",0.0836385836385836
"OR11H4",0.0567765567765568
"OR11H6",0.0244200244200244
"OR11L1",-0.283882783882784
"OR12D2",0.13003663003663
"OR12D3",-0.242368742368742
"OR13A1",-0.274114774114774
"OR13C4",0.12026862026862
"OR13C8",-0.366910866910867
"OR13D1",-0.186813186813187
"OR13F1",-0.0537240537240537
"OR13G1",0.117826617826618
"OR13H1",-0.0750915750915751
"OR1A1",0.155677655677656
"OR1A2",-0.0683760683760684
"OR1B1",0.249084249084249
"OR1C1",-0.231990231990232
"OR1D2",-0.307081807081807
"OR1D4",-0.0958485958485958
"OR1E1",-0.0134310134310134
"OR1E2",-0.167887667887668
"OR1F1",0.141025641025641
"OR1G1",-0.0238095238095238
"OR1J1",-0.381562881562882
"OR1J2",-0.231379731379731
"OR1J4",0.0280830280830281
"OR1K1",0.238095238095238
"OR1L1",0.130647130647131
"OR1L3",-0.271062271062271
"OR1L4",0.1996336996337
"OR1L6",-0.0824175824175824
"OR1L8",-0.341269841269841
"OR1M1",0.0811965811965812
"OR1N1",0.188644688644689
"OR1N2",-0.057997557997558
"OR1Q1",0.0103785103785104
"OR1S1",-0.0531135531135531
"OR1S2",0.162393162393162
"OR2A12",0.317460317460317
"OR2A14",0.0628815628815629
"OR2A25",-0.106227106227106
"OR2A2",-0.0641025641025641
"OR2AE1",-0.043956043956044
"OR2AG1",0.0567765567765568
"OR2B11",-0.0427350427350427
"OR2B2",-0.00610500610500611
"OR2B3",-0.228327228327228
"OR2B6",-0.159340659340659
"OR2C1",0.18986568986569
"OR2C3",-0.105616605616606
"OR2D2",0.192918192918193
"OR2D3",-0.136752136752137
"OR2F1",-0.148962148962149
"OR2F2",0.515873015873016
"OR2G2",0.00244200244200244
"OR2G3",0.166666666666667
"OR2H1",0.293650793650794
"OR2H2",-0.0531135531135531
"OR2J3",0.0818070818070818
"OR2K2",0.349206349206349
"OR2L13",0.843711843711844
"OR2M2",-0.184371184371184
"OR2M5",-0.172771672771673
"OR2S2",-0.331501831501831
"OR2T11",-0.191086691086691
"OR2T12",0.221001221001221
"OR2T2",-0.138583638583639
"OR2T34",0.315628815628816
"OR2T8",-0.0897435897435897
"OR2V2",-0.0402930402930403
"OR2W1",0.166056166056166
"OR2W3",0.457264957264957
"OR2Z1",-0.222222222222222
"OR3A1",-0.331501831501831
"OR3A2",0.0500610500610501
"OR3A3",0.154456654456654
"OR4A15",0.126373626373626
"OR4A16",0.27045177045177
"OR4A5",-0.293040293040293
"OR4B1",-0.196581196581197
"OR4C13",0.225274725274725
"OR4C15",0.232600732600733
"OR4C16",-0.0268620268620269
"OR4C3",-0.383394383394383
"OR4C46",-0.0921855921855922
"OR4C6",-0.0457875457875458
"OR4D10",-0.403540903540903
"OR4D11",-0.0244200244200244
"OR4D1",-0.0726495726495726
"OR4D2",0.116605616605617
"OR4D5",-0.205128205128205
"OR4D6",0.371184371184371
"OR4D9",0.326007326007326
"OR4E2",0.0683760683760684
"OR4F15",0.230769230769231
"OR4F6",-0.171550671550672
"OR4K13",0.152625152625153
"OR4K14",-0.0543345543345543
"OR4K15",-0.00915750915750916
"OR4K17",0.11050061050061
"OR4K1",0.126373626373626
"OR4K2",-0.0946275946275946
"OR4K5",-0.129426129426129
"OR4L1",-0.180708180708181
"OR4M1",-0.298534798534798
"OR4M2",-0.152014652014652
"OR4N2",0.873626373626374
"OR4N4",0.117216117216117
"OR4N5",0.0970695970695971
"OR4P4",-0.363247863247863
"OR4Q3",0.163614163614164
"OR4S1",-0.0207570207570208
"OR4S2",0.109279609279609
"OR4X2",-0.103785103785104
"OR51A2",-0.032967032967033
"OR51A4",-0.463369963369963
